ATP13A2 PINK1 0.99398 20-29
ATP13A2 DNAJC6 0.32281 20-29
ATP13A2 GBA 0.95325 20-29
ATP13A2 HTRA2 0.00352 20-29
ATP13A2 GIGYF2 0.2065 20-29
ATP13A2 DNAJC13 0.2379 20-29
ATP13A2 EIF4G1 0.03061 20-29
ATP13A2 SNCA 0.05913 20-29
ATP13A2 PRKN 0.96217 20-29
ATP13A2 LRRK2 0.8492 20-29
ATP13A2 VPS35 0.1093 20-29
ATP13A2 SYNJ1 0.00462 20-29
ATP13A2 FBXO7 0.30861 20-29
ATP13A2 PLA2G6 0.29988 20-29
PINK1 DNAJC6 0.50219 20-29
PINK1 GBA 0.27106 20-29
PINK1 HTRA2 0.73782 20-29
PINK1 GIGYF2 0.16371 20-29
PINK1 DNAJC13 0.60227 20-29
PINK1 EIF4G1 0.5887 20-29
PINK1 SNCA 0.75225 20-29
PINK1 PRKN 0.9169 20-29
PINK1 LRRK2 0.00194 20-29
PINK1 VPS35 0.97619 20-29
PINK1 SYNJ1 0.50479 20-29
PINK1 FBXO7 0.55001 20-29
PINK1 PLA2G6 0.68481 20-29
DNAJC6 GBA 0.00504 20-29
DNAJC6 HTRA2 0.0113 20-29
DNAJC6 GIGYF2 0.05887 20-29
DNAJC6 DNAJC13 0.00674 20-29
DNAJC6 EIF4G1 0.01312 20-29
DNAJC6 SNCA 0.14016 20-29
DNAJC6 PRKN 0.10583 20-29
DNAJC6 LRRK2 0.04937 20-29
DNAJC6 VPS35 0.00169 20-29
DNAJC6 SYNJ1 0.20267 20-29
DNAJC6 FBXO7 0.01809 20-29
DNAJC6 PLA2G6 0.03165 20-29
GBA HTRA2 0.27429 20-29
GBA GIGYF2 0.58112 20-29
GBA DNAJC13 0.23988 20-29
GBA EIF4G1 0.31902 20-29
GBA SNCA 0.63911 20-29
GBA PRKN 0.30283 20-29
GBA LRRK2 0.01368 20-29
GBA VPS35 0.03809 20-29
GBA SYNJ1 0.72753 20-29
GBA FBXO7 0.00119 20-29
GBA PLA2G6 0.04978 20-29
HTRA2 GIGYF2 0.0017 20-29
